caseId,currentMessage,context,historicalResponse,goldIntent
golden-096,"@AmazonHelp I just get this in that link, no mention of trial https://t.co/BzZvl68rJV",CUSTOMER: @136314 I'm a prime member and seen lots of talk of a 4 month trial for unlimited at 99p but I can't seem to find this offer on the app when I go to upgrade? | SUPPORT: @142142 Hey! Is this the promotion that you're looking for: https://t.co/qKSsS2nbef? ^JO,"@142142 Here's the link, Asa. Please keep in mind that it is for new subscribers only: https://t.co/MHN9Bi48c3  Please let us know if we can further assist.  ^SE",Prime & Subscription
golden-097,"Hey @AmazonHelp 
Ich war an dem gesamten Tag nicht zuhause und habe in meinem Briefkasten auch keine Benachrichtigungskarte... https://t.co/GYS9FcakT6",,@125875 Und? Hast du deine Bonbon mittlerweile bekommen? 😋 ^AN,Delivery & Tracking
golden-098,@AmazonHelp ahora el msj q sale es q estan preparando el envio eso kiere decir q si esta mi pedido xq lo hize alas 12:15 y asta ahorita no recivo correo ni mensaje,"CUSTOMER: @115821 buenas noches esq ayer hicimos una compra pero me rechazo mi tarjeta xq no estaba liberada pero hize la operacion dos veces ahora ya se libero y ya salio el pago pero no se si ya se realizo la compra o como le ago para saber | SUPPORT: @130233 ¡Hola, Grafo! ¿Has recibido el correo de confirmación del pedido completado? ^LC | CUSTOMER: @AmazonHelp no e recivido nada bueno esq el pedido lo hizo mi hijo xq tiene cuenta pero la tarjeta es mia  y asta ahorita no emos recivido ningun correo | CUSTOMER: @AmazonHelp pero ya se retiro el dinero del banco | SUPPORT: @130233 Grafo, aparte del correo de confirmación, recuerda que puedes verificar tu pedido en la sección de pedidos de tu cuenta, por favor utiliza este enlace: https://t.co/Agd9XY4LHC
^CB | SUPPORT: @130233 Comprendo Grafo. Siempre que se confirma una orden se envía al correo electrónico asociado a la cuenta donde se gestionó el pedido, un mensaje con los detalles. También es posible revisar desde tu cuenta los pedidos que están en curso:  https://t.co/ClQxjTNRb6  ^PC | CUSTOMER: @AmazonHelp ya utilizamos esa opcion pero nos dise q estan preparando el envio | CUSTOMER: @AmazonHelp de echo pedimos unos audifonos pero pensabamos q no tenia muchos fondos y los cancelamos y yego el correo de cancelacion | SUPPORT: @130233 Grafo, en este caso ¿el pedido cancelado fue cobrado?. ^NB | CUSTOMER: @AmazonHelp si ese fue cobrado y en el correo disen q en 15 dias aviles me hacen el rembolso","@130233 Hola Grafo,el pedido es cobrado hasta que es enviado. Antes de eso lo que puede que veas es una autorización,que se libera según las políticas de tu banco. Puedes contactarnos para verificar que el pedido esté cancelado si aún no lo está: https://t.co/beR78zMMYB ^JD",Order Issue
golden-099,@AmazonHelp livraison estimée entre le 29 novembre et le 1 décembre. J'ai hâte !!!! Même si mon compte bancaire en prends un coup ahah,"CUSTOMER: Gros craquage ce midi, j'étais en pause déjeuner et sur un coup de tête j'ai acheté une ps4 sur @120533 😇 | SUPPORT: @132727 Ah super ! 😍 quel est la date prévue de votre commande ? ^SB",@132727 Je fais appel à votre patience 😝 Des jeux en vue ? ^KD,OTHER / UNCLEAR
golden-100,"@AmazonHelp No, he estado atento al seguimiento de correosexpress y a las 8 30 el estado ha cambiado entrega aplazada por cambio de fecha por el destinatario, cosa que no he hecho, cuando me sera entrgado? Gracias de antemano","CUSTOMER: @116928 hola, hoy iba a recibir un pedido pero @135806 ha puesto en el registro que yo he cambiado la fecha de entrega, que hacemos con estos mentirosillos? | SUPPORT: @154227 Hola, lamentamos los inconvenientes que has tenido. Podrías indicarnos si ¿te has comunicado con el transportista para obtener más detalles de la entrega? Puedes encontrar la información de contacto de los transportistas aquí: https://t.co/xn7fAi2nTT. ^MZ",@154227 Te comentamos que desde este departamento no contamos con acceso a tu cuenta para brindarte información respecto a la entrega. Puedes reportar la situación directamente con nuestro servicio al cliente a través de este enlace: https://t.co/OjvUxwnzPe. ^MZ,Delivery & Tracking
golden-101,@AmazonHelp thank you so much. will surely keep a check ;-),"CUSTOMER: @115850 hey guys pls pls pls pls approve my request for @115833 dot. desperately want it. best gadget until now | SUPPORT: @170176 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^NS",@170176 You're welcome. ^KA,OTHER / UNCLEAR
golden-102,@AmazonHelp @AmazonHelp  Why @115850 Blocked my no. for customer care services if i asked this query https://t.co/KyIdxt258y,"CUSTOMER: @115821 @115850 do you have any answer for this https://t.co/wmp41pSLtC | SUPPORT: @148568 We cannot guarantee the availability of an MPOS device for card payment, for a COD order, as the devices are (1/3) ^MO | SUPPORT: @148568 the card payment through MPOS device cannot be guaranteed. We apologize for the inconvenience. (3/3) ^MO | SUPPORT: @148568 limited in number. We strongly suggest that you have the requisite cash in readiness when receiving the order, as (2/3) ^MO","@148568 I understand your concern, Rahul. Please connect with us here: https://t.co/TdDksLo6Mf. Please use the chat/email option. ^HD",OTHER / UNCLEAR
golden-103,amazonでLightningケーブル注文したら中身のない袋だけ届いたんだけど、梱包時に気付く仕組みないの？これはヒドイわ。,,@159151 (2/2)なお、先にご案内したリンクよりサイト上にてお手続きが可能ですが、万が一手続きが進まない等がございましたら、以下リンクよりカスタマーサービスにご連絡いただきますようお願いいたします。https://t.co/J6YEizo6qC HM,Item Problem
golden-104,@119625 @116618 why u guys have still not uploaded @15710 s07,,@192004 we highlight the latest movies and TV shows we have available. (2/2) ^KA,Product & Digital Services
golden-105,"@AmazonHelp Bonsoir, oui il s'agit de Chronopost","CUSTOMER: Youhou on m'a envoyée un cadeau d'anniversaire qui est indiqué ""livré dans la boîte aux lettres"" et surprise ya rien ! Hum ? @120533 @132988 ☹️☹️ | SUPPORT: @154666 Bonsoir, je suis sincèrement désolée pour cela, connaissez-vous le nom du transporteur ayant pris en charge la livraison je vous prie ? 
^KE","@154666 Je vous suggère de faire des recherches dans votre entourage, si vous ne retrouvez pas le colis, le titulaire du compte peut joindre notre SAV afin de faire le nécessaire. ^MH",Delivery & Tracking
golden-106,@115821 @119038 @5525 wtf why is this not working anymore absolute bullshit I already have to watch 10x amount of ads ffs,,"@140018 I'm terribly sorry! We'd like to help! Without account details, could you tell us a little more about the issue you're having? ^TK",Product & Digital Services
golden-107,"@115850 No refund even after 2 months, 20 calls and emails. order#405.7570435.2657134
Email: __email__ Mobile:9004901656",,@171282 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,Returns & Refunds
golden-108,@AmazonHelp Thanks for your early response. I contacted the Customer Service and they've assured to hlp me.,CUSTOMER: @115850 #AmazonGreatIndianFestival is a chuttiappa? U guys delivered me an empty pckg of Mi4i Tempered glass. Really pathetic service. https://t.co/ZI286FMIDm | SUPPORT: @158383 Sorry about that. Kindly get in touch with us here: https://t.co/Qxm4Uz9QUO and we’ll be glad to help you. ^AG,@158383 Do keep us posted for any further issues. ^MP,OTHER / UNCLEAR
golden-109,@AmazonHelp When can I expect a call back ?,"CUSTOMER: This is the way to treat the Valued Customer....?  Still no call back... #AmazonIndia .com #AmazonGreatIndianFestival #amazonprime # | SUPPORT: @182872 Did you drop in your details through the secure link on this page: https://t.co/BJXhOBSBoa? ^NS | CUSTOMER: @AmazonHelp Yes... Still no call back | SUPPORT: @182872 You must have received a correspondence to our registered email address, kindly check the same. ^SH",@182872 We understand your concern. Please refer to the correspondence sent to your registered email. ^SV,OTHER / UNCLEAR
golden-110,"@116313
変なメールが来たんですけど、これはamazonが送ったメールですか？ https://t.co/gQpFBQCUH1",,@169321 ご質問ありがとうございます。そちらは私どもよりお送りしたものではありません。https://t.co/st4oU5QbhP を装ったと思われる連絡を受け取った際はこちらのヘルプページをご覧ください。→ https://t.co/NbTogVsgqW SK,Account & Security
golden-111,@115850 you are not able to deliver any product on time in the last 30 days! I have still products in wait which were ordered last month!,,@175387 Sorry about the inconvenience. Kindly contact us here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,Delivery & Tracking
golden-112,"Opa!!!
00:00 vamos ver o que temos para hoje na promoção relâmpago da @117086",,@164627 Ainda tem muita coisa boa no nosso site! ^JJ,OTHER / UNCLEAR
golden-113,@AmazonHelp can you explain why a package I was due to receive yesterday was marked as refused at my address - when no one refused it? Poor.,,"@121053 Hi Mick, did you receive a calling card? Is your parcel listed as out for delivery again today: https://t.co/BQmcNXViiI ^TS",Delivery & Tracking
golden-114,"@AmazonHelp Ahhh y la mensajería no lo entregó en mano, nomás lo aventó por encima del portón....","CUSTOMER: @116875 así de maltratado llegó mi paquete... que onda?? Espero que funcione... #amazonmx https://t.co/Vs61ZiKr1H | SUPPORT: @129775 Hola Lu. Lo siento mucho. ¿Tu producto fue vendido y gestionado por Amazon México o por un vendedor externo? ^JJ | CUSTOMER: @AmazonHelp Amazon Mexico, de hecho, tengo que checar lo de la factura",@129775 Lamento los inconvenientes. Aquí podrás ver las opciones de reembolso o reemplazo disponibles: https://t.co/IGmkS3xUVL (1/2),Delivery & Tracking
golden-115,"@119625 hey guys any possibility to add (Are You Afraid of the Dark?) Hindi version 
long ago hungama tv broadcast this in hindi",,@159201 Currently we don't have any announcement on this. I'll share your comments as feedback internally for a review. ^OS,Product & Digital Services
golden-116,"@119625 Ok, keep me posted. Pls add Dr. Rajendra Prasad Telugu movies from 90's. Thank you.",CUSTOMER: @128308 hey when is next Young Sheldon episode available in India. | CUSTOMER: @169618 We do not have any announcement for this as of now. Please stay tuned for any update. ^SG,@169618 Thank you for the suggestion. I shall definitely forward your feedback regarding this to the concerned team. ^HR,Product & Digital Services
golden-117,@AmazonHelp Stephen King e Agatha Christie são os meus amores ❤,"CUSTOMER: Primeira remessa #blackweek da @117086 chegou o/// 
☆
☆
☆
☆
#livroslindos #livrosnovos #livros… https://t.co/geDpsn2tlL | SUPPORT: @154210 Que ótimo saber que já recebeu, Dani 😉Já sabe qual livro você vai ler primeiro? ^LG | CUSTOMER: @AmazonHelp Ainda estou indecisa 🤔, mas estou achando que vai ser Os Bandoleiros ou um quadrinho que ainda vai chegar | SUPPORT: @154210 Dani, muito legal sua escolha 😋, qual é seu gênero literário favorito? ^AG | CUSTOMER: @AmazonHelp Amo terror, é meu preferido, mas ultimamente ando com muita vontade de conhecer os clássicos | SUPPORT: @154210 Dani, você tem um autor favorito?. ^NB",@154210 Esses dois são demais! Eu sou fã do Stephen King! Você já leu O Iluminado? ^JJ,OTHER / UNCLEAR
golden-118,@AmazonHelp Ah ouais..? Pas beaucoup d’offres par rapport à l’année dernière. Surtout sur les consoles et les jeux vidéos. Vous m’avez habitué à mieux,"CUSTOMER: @120533 vous faites le black friday ? Ça a commencé ? Parce que y’a pas vraiment d’offres là. | SUPPORT: @145900 Bonjour, notre Black Friday Week a commencé le 20 Novembre 2017😉 ^SM","@145900 Nous nous efforçons de vous proposer des promotions sur une large gamme d'articles. Restez connecté, toutes nos offres seront disponibles sur le site.^FT",Product & Digital Services
golden-119,@120474 Morrissey presale allowing buying 2 tickets  for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,,@128879 Hi! We'll be best-equipped to provide insight about this if you reach out to us here: https://t.co/5BkTaIxWoU ^WT,Order Issue
golden-120,@AmazonHelp I can't see one right now - but the phone case ordered at the same time arrived today,CUSTOMER: @115830 You said my item would be arriving Thursday but now it isn't even showing as dispatched! Why??? | SUPPORT: @148573 When you placed the order did you receive a confirmation email with the expected delivery date? ^BZ,@148573 Do you know which carrier is delivering your parcel?^CN,Delivery & Tracking
golden-121,@AmazonHelp Order no. 407-0022576-1276315 how much time will u take to return?1more day has been passed. Please look into this matter,"CUSTOMER: @115850 received a targus laptop bag 2day.with d WORST quality.n u people r nt even giving us return option.What to do with this garbage? | CUSTOMER: @115850 Dear Amazon I need my money back.. I can not take my laptop in such shit.. | SUPPORT: @175389 Sorry for the trouble, Khushboo. Kindly reach out to us via: https://t.co/AlLHRTqLlj and we will have this checked. ^KS | SUPPORT: @175389 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB. | CUSTOMER: @AmazonHelp Yesterday I had a chat with ur customer care. d person said, someone will come today and take that bag back..He hasn't come yet. And return | CUSTOMER: @AmazonHelp Policies said will be returned untill 6..What's going on? | SUPPORT: @175389 I'm sorry about the delay. Kindly share your details here: https://t.co/beaaDm0muc and we'll contact you. ^GK | CUSTOMER: @AmazonHelp Sent my details a while back.. nobody has contacted me yet..😐 | SUPPORT: @175389 As you've shared your details, we'll work on it and get back to you. ^HN",@175389 Kindly revert on the correspondence shared by us here: https://t.co/8DAc10S7ww for further assistance. ^AG,Returns & Refunds
golden-122,"@AmazonHelp Até eu me surpreendi! Vi q tinha ido pra instalações da transportadora, pisquei, minha mãe gritou q já tinham entregado o livro. Medalha de ouro em entrega 🏆🏅","CUSTOMER: A entrega da @117086 tá mais rápida que Jon Snow saindo da Pedra do Dragão e indo encontrar os Caminhantes Brancos. Não deu nem 24h que eu fiz o pedido 😱 https://t.co/DOctJ1QNDQ | SUPPORT: @148584 Kkkk! Nossa que legal, nem 24 horas! 💪🏅 Tão legal como ver a Arya utilizando uma espada! 🤺😍 E nós conte, pronta para começar a leitura desse novo livro?",@148584 Só queremos que você seja feliz! Agradecemos muito essa medalha 😌 Você ganhou também uma das nossas estrelas 😉 ^LG https://t.co/D74TmhcMUS,OTHER / UNCLEAR
golden-123,"@115833   Finally got Echo in India. However, unable to update my location to Mumbai India.",,"@129024 That is unusual, Could you please let us know the error that you are receiving ? ^KS",Product & Digital Services
golden-124,@AmazonHelp We got the Nerf Sports Dude Perfect Signature Bow! We enjoyed testing the out before we give them to the kids! https://t.co/gBd3d96Fib,"CUSTOMER: Oh yeah @115821! Thanks for Treasure Truck fun!! https://t.co/3E0hJk1AWO | SUPPORT: @156598 Oh, how fun! What'd you get!? ^LR","@156598 Parent tested, kid approved. 😉👍 ^BH",OTHER / UNCLEAR
golden-125,"@AmazonHelp Alles klar, danke!","CUSTOMER: Wenn man bei @amazonhelp ein ebook vorbestellt, fällt das dann auch unter die Vorbestellergarantie? | SUPPORT: @139244 Nein, da auch eBooks in Deutschland der Buchpreisbindung unterliegen und somit nicht günstiger oder teurer sein können, als der vom Verlag festgelegte Preis. ^AW | CUSTOMER: @AmazonHelp Ich hatte vergessen zu erwähnen, dass es ein englisches ebook ist. Wie sieht es da mit der Vorbestellergarantie aus? | SUPPORT: @139244 Wenn ein Artikel unter die Vorbesteller-Preisgarantie fällt, wird das auf der Produktseite angezeigt. Hier findest du Infos dazu: https://t.co/9WglDkC8Wy Liebe Grüße ^TA",@139244 Gerne! :) ^SI,OTHER / UNCLEAR
golden-126,@AmazonHelp I need a proper compensation and full refund of my order. Contact me on 9140560819 for any other detail.,"CUSTOMER: Disappointed with order# 407-5957878-5349150
Ordered through prime ID and paid Rs. 50 extra on prime. Still haven't received it.
@115850 | SUPPORT: @120228 Our Twitter page is visible to public. 3/3 ^SB | SUPPORT: @120228 Please don’t provide your order details as we consider them to be personal information.  2/3 ^SB | SUPPORT: @120228 We regret the inconvenience. Could you please let us know if we have missed on the estimated delivery date? 1/3 ^SB | CUSTOMER: @AmazonHelp Yes you missed it completely and made a blunder.
Call me on 9140560819 for more understanding | CUSTOMER: @AmazonHelp Then what do I do now ??
You guys have frustrated me.. | CUSTOMER: @AmazonHelp I know that... But nobody is gonna do anything wrong with my order id.
So provide a proper resolution. | SUPPORT: @120228 I'm sorry for the delay in delivery. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW | SUPPORT: @120228 Please don't provide your account details, as we consider it to be personal information. Our Twitter page is public.​ ^RW | CUSTOMER: @AmazonHelp Done this. What about resolution ?? | SUPPORT: @120228 Thank you for providing the details. We're working on it &amp; we'll get back to you soon with an appropriate resolution. ^SY | CUSTOMER: @AmazonHelp No resolution is provided yet.
Contact number: 9140560819 | SUPPORT: @120228 We've sent the correspondence to your registered email ID. Kindly check and reply with your concerns. 1/2^SC | SUPPORT: @120228 Please don't provide your personal information. Our page is visible to the public. 2/2 ^SC","@120228 As informed you earlier, please reply to our correspondence with your concerns and we'll get back. 1/2 ^SC",Returns & Refunds
golden-127,@116928 Es geniaaaaaal💛 https://t.co/RAkQ1RWG0g,,"@175181 ¡Qué emoción, Gabriela! 🤗 ¿Ya la estrenaste? ^LG",OTHER / UNCLEAR
golden-128,"Please bring back @15456 , @119625 😐😐😐😑",,@190607 We will continue to add new content. Keeping checking https://t.co/FYM9PIZOR8 (1/2) ^SP,Product & Digital Services
golden-129,Can @115850 explain why this shoe is priced Rs 4999 when MRP is only Rs 3999? BTW @82577 is offering it Is 3299. https://t.co/8bWMgDAWmb,,"@161061 and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. (2/2) ^CB",Payment & Charges
golden-130,"@115850 I had ordered this for last Diwali. It's been a year and you're still ""Preparing for dispatch"" !! 😂😂😂 https://t.co/YBC1fJrlVO",,@182466 This doesn't seem to be right. Apologies for the delay with the order. I'd like to check this issue for you. (1/2) ^KA,Order Issue
golden-131,@AmazonHelp Do u think im tweeting without replying to the mail ?,"CUSTOMER: @115850 im a retailer on amazon and my entire inventory that i recalled is missing. No proper follow-up. Higher authority i could contact? | SUPPORT: @182810 Hey, apologies for the trouble you've been through. I'd like to check this for you. Request you to fill in (1/2) ^GK | CUSTOMER: @115850 Recvd email that the problem has been escalated 2 the conserned team to get in touch.Bt the promptness is limited to tweet n mail reply only | CUSTOMER: @115850 @115850 @AmazonHelp am i getting a reply ?emails that mean nothing is not a solution. | SUPPORT: @182810 Apologies for any hassle. Please respond to the latest email you received from us and we'll get back to you soon. ^MA","@182810 If you've already responded to the email, we'll reach out to you soon. We'd appreciate your cooperation ^MA",OTHER / UNCLEAR
golden-132,@AmazonHelp https://t.co/VAoi5EVs9S,,@165811 I'm sorry about the hassle. Please reach out to our support team here: https://t.co/vlvfJr4nN9. Be assured of help.^SB,OTHER / UNCLEAR
golden-133,"届いたーっ(☝︎ ՞ਊ ՞)☝︎
Amazonで安くなってたからついに購入。
映画館では吹き替えで観たから、字幕からいこうかな！ https://t.co/rvC7Z44zUe",,@179018 Amazonでお買い上げいただき、ありがとうございます！どうぞ存分にお楽しみください♪ (字幕版から～)O o｡.(´-`*) RI,Product & Digital Services
golden-134,.@115821 explain why im paying for 2-day shipping with prime but its oct. 5 &amp; my order is telling me 2-day shipping will arrive in FIVE days https://t.co/mJKBYE3kLT,,"@172255 Hi there! Two-Day shipping refers to the transit time, &amp; is calculated in business days. More info: https://t.co/ZNlqqn3XZw ^WJ",Delivery & Tracking
golden-135,@115821 Prime shipping is so bad. It's never on time.,,@189836 This definitely isn't what we like to hear! Have you noticed this happening more with a specific carrier: https://t.co/Y5jpI9gRhE ^ML,Delivery & Tracking
golden-136,@AmazonHelp @1840 3 times you've broken ur promises. How can i believe that you ll resolve it earliest? Dnt let us beg for our money.customers r not beggers.,"CUSTOMER: #AmazonIndia  Horrible shopping experience with @115850 .You guys delivered an empty box instead of moto g5s + mobile.Great indian sale!! https://t.co/e40h3B4Vku | CUSTOMER: @115850 I have reported 3 days ago and asked to wait for 5 working days. ordered as a prime , because  need it in urgent.All u can say is sorry ryt? | SUPPORT: @158382 I'd like to take a closer look into this. Please share your details here: https://t.co/GIJyeYqKE0. ^AG | CUSTOMER: @AmazonHelp Details shared. In fb also. https://t.co/jJWbI2qoMX .still waiting.4 days left. Atleast delever it be4 Moto announce that model is outdated. | SUPPORT: @158382 As you've shared your details, we'll work on it and get back to you. ^HN | CUSTOMER: @AmazonHelp @115850  Cheating me. Didn't resolved the the problem still. How long should I wait? Will u resolve or not?  Or i ll get media support. | SUPPORT: @158382 We've sent a correspondence to your registered email id. Please check the same for more information. ^ZH | CUSTOMER: @AmazonHelp @115850  again  i have to wait ...😥 you people just playing with costumer.. You promise that u ll resolve in max 5 days. | CUSTOMER: @AmazonHelp B'cos of you, I cant gifted it on the day. Staying without mobile 4 more than 10 days. Do u think that u can compensate all my pains ??????? | CUSTOMER: @AmazonHelp @115850 B'cos of @115850 , unable to gifted it on time. Staying without mobile 4 more than 10 days. Do u think that u can compensate all my pains? | SUPPORT: @158382 Kindly revert to the email you've received from us for further assistance. ^AG | CUSTOMER: @AmazonHelp Thanks.Kindly provide amazon country head twitter handle. | SUPPORT: @158382 Kindly respond to the email and we'll get in touch with you. ^NS | CUSTOMER: @115850 @1840  whenever I ask @115850 ,U ask to wait for some days.Being without mobile for https://t.co/yELqUsnXek with amazon is my mistake? | CUSTOMER: @115850 @1840 @1840  was not able to gifted on https://t.co/Xab4Z5LwD9 holding my money nd not letting me to buy another one. Y are u doing this to me? | CUSTOMER: @115850 @1840 How will you answer for my loss &amp;pain?Why do u give fake promises that u ll resolve it on time? Do you think u can compensate my pain &amp; loss | SUPPORT: @158382 We value your time. We will close our investigation at the https://t.co/lkKOI5cCSQ can stil choose to write back to our e-mail ^CB | CUSTOMER: @AmazonHelp @1840 @AmazonHelp asked me to wait 5 days from 25 oct. Still not.Why this late? Is this ur process makes customer to wait for their money?",@158382 I get that you're upset and I'm sorry about the stretch. Our team is working on this and they'll get back soon. [1/2] ^SK,Returns & Refunds
golden-137,@AmazonHelp It was a great help from ur side with ur pre scripted n repeated answers n yes for delivering a soap in d packet of phone.@131027,"CUSTOMER: @AmazonHelp @115850 @131027 @3923 @1560.This shows d pathetic management of amazon. https://t.co/T5lUUFYJOU | SUPPORT: @144297 I’m extremely sorry about this experience, Neeraj. We never wanted you to face such an inconvenience. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll get this investigated further. 1/2 ^MK | SUPPORT: @144297 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK | CUSTOMER: @AmazonHelp What details u talkin about. | CUSTOMER: @AmazonHelp I think u ppl r afraid of being exposed at public platform.dats y u r advising me not to share d details.@144148 @11779 | SUPPORT: @144297 I understand you're upset, Neeraj. Ensuring the security of your account information is our top priority, so we request our customers to post again without the details. Request you to please contact us through the link provided earlier and we'll look into this. ^MK | CUSTOMER: @AmazonHelp @115851 yes i will contact u with that link but wat is d harm at this portal.i dont think any of my account details r being shated here | SUPPORT: @144297 Thank you for your understanding. As informed earlier, ensuring the security of our customer's account information is our top priority and we never want to take any chances. Do keep us posted for any further concern. ^AM",@144297 We understand you have received a different product than what was ordered. This being a public platform we would not be able to access your account/order details here. Kindly reach us via the link provided earlier and we'll get in touch with you soon. ^VM,Item Problem
golden-138,"@AmazonHelp
Talked regarding delivery delay issue worst experience. Unprofessional cs agent",,@159057 I'm sorry for the unpleasant experience. Please report this by reverting our email. ^HA,Delivery & Tracking
golden-139,"VERY  VERY POOR  SERVICE  BY @7527  AND  ITS  COURIER  AT SURAT, GUJARAT. I COMPLAINT  AGAINST   AT  NATIONAL CONSUMER  COURT AS  U  FIND  GUILTY.  I  DIDN'T  RECEIVE  MY ORDER. CLOSE UP  THE  SERVICE  @115821 .",,@145396 Sorry to know that you haven't received your order. Kindly report this to our support team here: https://t.co/hITbmQzz2y &amp; we'll get it checked. I've noted your comments regarding the courier services and have forwarded your feedback internally to be worked upon. ^SY,Delivery & Tracking
golden-140,@AmazonHelp I have paid but still it is pending,"CUSTOMER: @115850 what is going on https://t.co/oZu7Wb3mgz | SUPPORT: @175399 Hi, we won't be able to access your order details from Twitter. Could you tell us more about your concern? ^MS | SUPPORT: @175399 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS",@175399 Could you let us know if there was an issue while paying for the order? ^SQ,Payment & Charges
golden-141,@AmazonHelp 自分が観たかった作品が沢山入って嬉しいです！,CUSTOMER: アマゾンプライムにビーバップ入ったの最高に良い https://t.co/joNt2wuEjg | SUPPORT: @168270 |ω・)ﾁﾗｯ.｡oO(ぜひご覧ください...!) YM,"@168270 ୧꒰*´꒳`*꒱૭✧
喜んでいただけて何よりです！😊✨ YM",OTHER / UNCLEAR
golden-142,@AmazonHelp Maybe when you guys do the marketing gimmicks you should put these stuff up. So I buy something and it doesn't even reach me. Wow!,"CUSTOMER: Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi | SUPPORT: @120613 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW | SUPPORT: @120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW | CUSTOMER: @AmazonHelp I did call the customer service. But, they were unable to provide any update! | CUSTOMER: @AmazonHelp Do you even understand what the complain is about? I think you guys hould understand before replying so mechanically. | SUPPORT: @120613 I'd like to look into the issue and assist you with it. Please provide your details here: https://t.co/FOWMWAwwM3 1/2 ^SH | SUPPORT: @120613 and I'll get back to you. 2/2 ^SH | CUSTOMER: @AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service. | SUPPORT: @120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR | CUSTOMER: @AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this? | SUPPORT: @120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR | CUSTOMER: @AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows.","@120613 Apologies for the experience, Ananya. We've sent a correspondence to your registered email. Please reply &amp; we'll assist. ^SV",Delivery & Tracking
golden-143,"@132424 guten #Tag. Ist diese #Umfrage „Sagen Sie uns Ihre Meinung über Amazon“ von Ihnen, oder eine #Fake #Mail? #Vielen #Dank. Gruß Ralph",,"@132423 Auf folgender Hilfeseite haben wir beschrieben, wie Umfragen von uns aussehen: https://t.co/NSEealKIYX Viele Grüße ^UK",Account & Security
golden-144,"@AmazonHelp Ahhh y la mensajería no lo entregó en mano, nomás lo aventó por encima del portón....","CUSTOMER: @116875 así de maltratado llegó mi paquete... que onda?? Espero que funcione... #amazonmx https://t.co/Vs61ZiKr1H | SUPPORT: @129775 Hola Lu. Lo siento mucho. ¿Tu producto fue vendido y gestionado por Amazon México o por un vendedor externo? ^JJ | CUSTOMER: @AmazonHelp Amazon Mexico, de hecho, tengo que checar lo de la factura","@129775 Para reportar lo ocurrido en la entrega del paquete, entra en contacto con nuestro Servicio al Cliente https://t.co/beR78zMMYB ^CR",Delivery & Tracking
